2015,1,1,.9,94.2,.04,0,0,5.4,8.9,.6,.4,77,46,2.2,-.02,.62,.1
2015,1,2,.6,94.5,.04,0,0,5.1,8.9,1.3,1.3,86,16,2.3,-.02,.6,-.2
2015,1,3,.9,94.8,.03,0,0,4.9,8.9,1.4,1.4,91,13,2.5,-.02,.62,.2
2015,1,4,1.1,94.9,.03,0,0,4.8,8.9,.5,.5,74,20,1.3,-.02,.63,.4
2015,1,5,.9,95,.03,0,0,4.6,8.9,.2,.2,63,20,.2,-.02,.62,.2
2015,1,6,.6,95.1,.03,0,0,4.4,8.9,.3,.3,75,22,.9,-.02,.61,-.1
2015,1,7,.1,95.2,.03,0,0,4.1,8.9,.2,.2,90,1,.2,-.02,.59,-.6
2015,1,8,-.1,95.1,.03,.08,0,3.8,8.8,.2,.2,91,0,.2,-.01,.58,-.8
2015,1,9,1.8,94.7,.04,.74,0,3.7,8.8,.2,.2,87,35,1.3,.05,.66,1.1
2015,1,10,2.7,93.1,.05,1.34,0,4.5,8.8,.9,.8,250,27,2.9,.14,.69,1.7
2015,1,11,4,82.2,.15,1.7,0,5.9,8.7,1.4,1.2,280,34,4.2,.2,.67,1.2
2015,1,12,4.5,69.2,.26,1.52,.25,7,8.7,2.9,2.8,306,19,4.9,.2,.58,-.6
2015,1,13,5,69.2,.27,1.47,0,7.8,8.6,3.7,3.5,298,17,5.7,.2,.6,-.2
2015,1,14,4.7,68.6,.27,.81,0,8,8.6,3.9,3.7,303,16,6.3,.1,.58,-.6
2015,1,15,5.9,62.4,.35,1.92,0,8.4,8.6,3.7,3.4,293,26,5.8,.28,.58,-.7
2015,1,16,6,60.4,.37,1.21,0,8.8,8.6,3.6,3.3,289,26,6.2,.17,.56,-1.1
2015,1,17,5.3,62.7,.33,.54,0,8.6,8.6,3.4,3.2,315,19,5.2,.06,.56,-1.3
2015,1,18,4.3,65.1,.29,.03,0,7.8,8.6,3.2,3.1,285,15,5.5,.01,.54,-1.7
2015,1,19,3.4,68.9,.24,0,0,7,8.6,3.3,3.3,281,12,5.2,.01,.54,-1.8
2015,1,20,2.7,74.4,.19,0,0,6.4,8.6,3.7,3.6,282,11,5.7,0,.55,-1.4
2015,1,21,2.1,78.4,.15,0,0,5.9,8.6,3.2,3.1,283,11,5.5,0,.56,-1.3
2015,1,22,1.5,80.5,.13,0,0,5.5,8.6,2.7,2.6,286,13,5,-.01,.55,-1.4
2015,1,23,1.2,80.7,.13,0,0,5.2,8.7,2.4,2.3,288,13,5,-.01,.54,-1.7
2015,1,24,1.2,80.5,.13,0,0,4.9,8.7,.5,.5,267,19,2.2,-.01,.53,-1.8
2015,2,1,.7,81.8,.12,0,0,4.6,8.7,.2,.2,66,40,.9,-.02,.52,-2.1
2015,2,2,.3,85.4,.09,0,0,4.4,8.7,.5,.4,69,12,1.2,-.02,.53,-1.9
2015,2,3,-.5,86.7,.08,0,0,4.2,8.7,.4,.4,77,13,.9,-.02,.51,-2.5
2015,2,4,-1.1,88.2,.07,0,0,3.9,8.6,.6,.5,84,11,1.5,-.02,.5,-2.8
2015,2,5,-.7,89,.06,0,0,3.7,8.6,.4,.4,73,7,1,-.02,.52,-2.3
2015,2,6,-.7,88.9,.06,0,0,3.5,8.6,.3,.3,98,13,.9,-.02,.51,-2.3
2015,2,7,-.2,88.8,.07,0,0,3.4,8.6,.3,.3,93,7,1.2,-.02,.54,-1.8
2015,2,8,.2,87.5,.08,.01,0,3.5,8.5,.4,.2,248,58,1.9,-.02,.54,-1.7
2015,2,9,.1,86.1,.09,.21,0,3.6,8.5,.7,.7,275,14,2.2,-.02,.53,-1.9
2015,2,10,.8,85.2,.1,.29,0,3.9,8.5,.2,.1,248,44,.6,-.01,.55,-1.4
2015,2,11,1.8,81.1,.13,.64,0,4.4,8.4,.4,.2,259,62,1.5,.04,.56,-1.1
2015,2,12,2.8,72.9,.2,.97,0,5.2,8.4,.6,.1,115,69,2.2,.09,.55,-1.5
2015,2,13,4.1,64.8,.29,1.64,0,6.5,8.3,1.2,.4,72,65,2.8,.2,.53,-1.9
2015,2,14,4.4,63,.31,1.17,0,7.2,8.3,1.3,.8,97,49,3.7,.13,.53,-2
2015,2,15,6,54.7,.42,1.76,0,8.2,8.3,2.2,1.9,281,32,5.2,.25,.51,-2.5
2015,2,16,6.3,48.1,.5,1.14,0,8.6,8.3,1.7,1.2,282,43,4.4,.15,.46,-3.9
2015,2,17,6,48.9,.48,.51,0,8.4,8.2,2.4,2.3,274,18,3.7,.06,.46,-3.9
2015,2,18,5,52.6,.41,.04,0,7.7,8.2,1.6,1.6,293,15,3,.02,.46,-3.9
2015,2,19,2.5,63.4,.27,0,0,6.8,8.2,.2,.2,308,48,1.2,-.01,.46,-3.7
2015,2,20,1.1,73.6,.18,0,0,6,8.3,.2,.2,300,7,.2,-.01,.49,-3
2015,2,21,-.2,81.2,.11,0,0,5.4,8.3,.2,.1,86,55,1.2,-.02,.49,-3
2015,2,22,-.6,85.3,.09,0,0,4.8,8.3,.2,.2,65,16,.9,-.02,.5,-2.8
2015,2,23,-1.2,87.6,.07,0,0,4.3,8.3,.4,.4,79,12,1.2,-.02,.49,-3
2015,2,24,-1.7,88.8,.06,0,0,3.9,8.4,.3,.3,60,15,1,-.02,.48,-3.3
2015,3,1,-2.2,89.6,.05,0,0,3.5,8.4,.3,.2,72,19,1,-.02,.47,-3.7
2015,3,2,-2.7,90.2,.05,0,0,3.2,8.4,.2,.2,75,7,.7,-.02,.45,-4.1
2015,3,3,-2.8,90.8,.05,0,0,2.9,8.3,.8,.7,82,18,1.8,-.02,.45,-4
2015,3,4,-2.5,91.1,.05,0,0,2.7,8.3,1.1,1,80,13,1.9,-.02,.46,-3.8
2015,3,5,-2.8,90.9,.05,0,0,2.6,8.3,.4,.4,100,16,1,-.02,.45,-4.1
2015,3,6,-3.4,90.9,.04,0,0,2.4,8.2,.3,.3,97,8,.8,-.02,.43,-4.7
2015,3,7,-3.7,91.1,.04,0,0,2.3,8.2,.3,.3,90,31,.8,-.02,.42,-4.9
2015,3,8,-3.6,91.2,.04,.04,0,2.1,8.2,.5,.5,85,15,1.2,-.01,.43,-4.8
2015,3,9,-1.2,90.1,.06,.47,0,2,8.1,.6,.6,102,10,1.2,.01,.5,-2.6
2015,3,10,1.7,81.1,.13,1.16,0,2.1,8.1,.6,.5,94,26,2.7,.11,.56,-1.2
2015,3,11,4.8,64.2,.31,1.6,0,3,8,.9,.8,84,33,2.2,.2,.55,-1.4
2015,3,12,6.7,50.9,.48,1.89,0,4.6,8,1,.5,181,54,2.5,.26,.5,-2.7
2015,3,13,8.2,44,.61,1.99,0,6.2,7.9,1,.5,228,60,3.3,.29,.48,-3.3
2015,3,14,9.3,39.2,.71,1.88,0,7.6,7.8,1.3,1,280,43,4.4,.29,.46,-3.9
2015,3,15,10,36.5,.78,1.58,0,8.5,7.8,3.3,3,280,23,5.8,.28,.45,-4.2
