DATE (MM/DD/YYYY),HOUR-MST,Avg Global Horiz (platform) [W/m^2],Avg Direct Normal [W/m^2],Avg Diffuse Horiz [W/m^2],Avg Air Temperature [deg C],Avg Rel Humidity [%],Avg Temp CM22 (platform) [deg C],Avg Temp CHP1 [deg C]
6/17/2013,14,1027.3144,978.8496,94.8295,38.5163,8.0791,46.4842,46.4755
6/17/2013,15,934.6632,967.5267,90.0815,38.9535,7.7446,46.7335,46.8013
6/17/2013,16,787.4735,938.8477,85.3937,39.3868,7.1974,46.3602,47.0483
6/17/2013,17,595.7638,886.4170,77.4811,39.7445,7.0068,46.3187,45.6883
6/17/2013,18,376.5878,781.4715,66.6232,38.7015,7.4966,45.0208,43.7893
6/17/2013,19,161.4486,583.7014,45.4347,38.0282,7.2703,43.1957,42.2508
6/17/2013,20,13.7170,109.5743,10.5985,36.2485,8.0751,40.7928,40.0215
6/17/2013,21,-3.0621,-0.4566,0.3581,34.7942,8.5410,39.0880,38.5162
6/17/2013,22,-3.0079,-0.5643,0.3580,33.5542,8.8265,37.8848,37.0133
6/17/2013,23,-2.8312,-0.4742,0.3580,32.1775,9.2087,36.6910,35.4392
6/18/2013,0,-2.6434,-0.4928,0.3581,30.6450,10.3055,35.2247,34.0375
6/18/2013,1,-2.5236,-0.4303,0.2597,29.1977,11.5668,33.7903,32.1197
6/18/2013,2,-2.3885,-0.3016,0.2404,27.6187,12.3732,32.2355,31.0225
6/18/2013,3,-2.3767,-0.4302,0.3561,25.9562,13.0210,30.6887,29.1837
6/18/2013,4,-2.2435,-0.4302,0.3408,24.8035,13.6218,29.4647,28.0768
6/18/2013,5,-2.1617,-0.4274,0.3015,24.1757,15.2343,28.7988,27.4052
6/18/2013,6,26.8636,140.0363,15.2131,23.7118,16.4522,28.3418,26.8462
6/18/2013,7,195.8802,631.0667,49.5913,24.5623,15.2440,29.4962,28.7152
6/18/2013,8,415.3229,815.0450,66.9532,27.1110,13.4867,32.5128,32.4522
6/18/2013,9,629.3777,902.9838,76.5946,29.9500,11.7240,35.9517,36.0907
6/18/2013,10,813.6869,948.9811,83.9983,33.3108,9.7118,39.9295,40.4972
6/18/2013,11,959.7197,983.5350,86.9403,35.9840,8.2388,43.4648,44.0217
6/18/2013,12,1051.0432,1004.0325,86.9556,36.6022,7.6815,44.2783,44.3285
6/18/2013,13,1082.6948,1013.7429,87.8010,38.0658,5.8134,45.8395,45.8878
6/18/2013,14,1047.3825,1005.2661,89.1553,39.1712,4.7886,46.5315,46.5925
6/18/2013,15,968.2354,1014.4855,80.9112,39.6012,3.2887,46.8778,47.0038
6/18/2013,16,826.9442,1005.1977,72.5994,39.4855,2.5985,46.4057,45.8272
6/18/2013,17,631.0274,961.2753,65.8316,39.4070,2.6302,45.7933,45.5480
6/18/2013,18,406.9679,875.4146,56.5902,38.6567,2.3612,44.5400,44.0660
6/18/2013,19,176.1628,671.5250,40.8993,38.2255,2.5175,43.2153,42.4453
6/18/2013,20,15.3775,147.8798,10.3661,36.9188,2.7776,41.2478,40.2657
6/18/2013,21,-3.5353,-0.4614,0.3581,34.8570,3.4791,39.1898,37.6802
6/18/2013,22,-3.2494,-0.6414,0.3580,33.7630,3.8410,38.0710,36.2415
6/18/2013,23,-3.0536,-0.6548,0.3579,32.1232,4.5782,36.5305,34.8950
6/19/2013,0,-2.8408,-0.4731,0.3151,29.6697,5.9843,34.2137,32.6012
6/19/2013,1,-2.7103,-0.4385,0.2755,28.8410,7.2579,33.2902,31.6790
6/19/2013,2,-2.4372,-0.4294,0.3438,26.5658,9.3205,31.2710,29.6652
6/19/2013,3,-2.3777,-0.5987,0.3537,25.6092,11.1385,30.2222,28.5862
6/19/2013,4,-2.3156,-0.4944,0.3358,24.7718,11.4108,29.4498,27.8935
6/19/2013,5,-2.2933,-0.4825,0.3315,24.2607,11.7185,29.0133,27.4382
6/19/2013,6,28.4411,169.6142,13.3106,22.9693,13.4657,27.6480,26.3312
6/19/2013,7,200.2751,687.7214,40.8304,23.8823,13.4705,28.7872,28.0520
6/19/2013,8,416.5001,843.1405,55.3910,27.5142,13.2485,32.6988,32.3392
6/19/2013,9,623.7236,913.2128,65.2641,32.0870,10.2473,37.9905,37.8005
6/19/2013,10,804.2885,949.5568,74.8641,34.2567,9.3390,40.9760,41.1810
6/19/2013,11,945.5200,973.3414,81.4521,35.7472,8.7528,43.1458,43.0295
6/19/2013,12,1032.4595,990.6354,82.6572,36.9305,8.5382,44.6833,44.4610
6/19/2013,13,1062.8408,1000.6359,82.3160,37.9547,7.2020,45.7068,44.6853
6/19/2013,14,1031.0411,994.8567,83.2406,39.0690,6.5530,47.0345,46.1343
6/19/2013,15,945.3742,989.1486,78.1315,38.7662,6.4359,46.3188,45.7725
6/19/2013,16,807.4674,978.2143,71.7027,39.0652,5.4034,46.0587,45.6348
6/19/2013,17,616.2468,930.0022,66.3937,38.8428,4.6431,45.1725,44.6660
6/19/2013,18,391.2262,821.2244,59.8407,38.3503,4.8350,44.2815,43.7555
6/19/2013,19,167.2958,605.5319,43.9178,38.0725,5.3605,43.0333,42.3513
6/19/2013,20,14.7752,123.6561,10.5680,36.8623,5.6895,41.3017,40.3772
6/19/2013,21,-3.1182,-0.4303,0.3581,35.3130,6.5338,39.7040,38.6830
6/19/2013,22,-3.0375,-0.4303,0.3580,33.3387,8.8515,37.8283,36.5593
6/19/2013,23,-2.7942,-0.5094,0.3581,32.0938,10.8733,36.6088,35.2268
6/20/2013,0,-2.5500,-0.5284,0.3509,31.1375,12.0913,35.6853,34.1733
6/20/2013,1,-2.5363,-0.4495,0.2971,29.9935,13.1348,34.7027,32.7680
6/20/2013,2,-2.4778,-0.4956,0.3332,28.1375,14.6710,32.9480,31.2278
6/20/2013,3,-2.3810,-0.4302,0.3521,26.2213,17.7628,30.9350,29.4067
6/20/2013,4,-2.3586,-0.4305,0.2961,25.1080,20.4400,29.7043,28.1123
6/20/2013,5,-2.3550,-0.5778,0.3585,24.8865,19.4395,29.4022,28.0733
6/20/2013,6,27.2027,149.1373,14.5406,24.6150,18.1265,29.2520,28.0892
6/20/2013,7,201.1577,673.5745,45.3200,24.8358,18.9373,29.7972,29.0435
6/20/2013,8,425.3862,851.6401,61.4344,27.7525,15.3028,32.9982,32.5943
6/20/2013,9,644.4534,939.2280,69.8681,30.6423,10.6268,36.6283,36.4920
6/20/2013,10,833.1750,985.9879,74.9508,32.2178,7.9112,38.9515,39.0643
6/20/2013,11,975.3438,1007.2676,80.2515,33.9022,6.7598,41.1643,40.9667
6/20/2013,12,1057.5790,1012.7938,85.6633,35.7257,5.8876,43.1462,42.7803
6/20/2013,13,1076.6000,1009.1748,88.8426,37.6430,5.3589,45.6657,45.7258
6/20/2013,14,1045.8250,1007.3600,86.4489,38.4662,4.9026,46.3735,46.4433
6/20/2013,15,958.9634,1002.8135,79.6717,38.0877,4.6397,45.4028,44.5860
6/20/2013,16,814.3065,982.7307,75.0595,38.4885,4.5452,45.3292,44.7453
6/20/2013,17,620.0034,932.8491,70.0697,38.3900,4.3683,44.8095,44.3175
6/20/2013,18,391.5956,815.7405,65.1599,37.8855,5.1438,43.8782,43.3762
6/20/2013,19,168.0300,595.1731,47.5500,37.5290,5.5691,42.6807,41.9557
6/20/2013,20,14.8269,110.0257,11.6507,36.3835,5.8667,40.8575,39.9778
6/20/2013,21,-3.0794,-0.4303,0.3581,34.6710,7.0176,39.0638,37.9175
6/20/2013,22,-2.8750,-0.4825,0.3580,32.7853,9.7130,37.2805,36.2440
6/20/2013,23,-2.6459,-0.4493,0.3581,31.4270,9.0315,35.9145,34.9152
6/21/2013,0,-2.3916,-0.4506,0.3579,30.5082,10.1687,34.9792,33.9102
6/21/2013,1,-2.3816,-0.4459,0.3498,29.7170,11.5845,34.3982,32.9257
6/21/2013,2,-2.3053,-0.4196,0.2713,28.0895,19.1462,32.8207,31.4407
6/21/2013,3,-2.1952,-0.3967,0.2922,26.9013,21.4210,31.5998,30.3288
6/21/2013,4,-2.1173,-0.4163,0.2826,25.7352,22.5853,30.4483,29.0940
6/21/2013,5,-2.0266,-0.4689,0.2770,25.0038,23.7580,29.6697,28.2228
6/21/2013,6,24.6300,115.2881,15.5996,24.2623,23.8487,29.0253,27.7737
6/21/2013,7,189.0466,596.7297,52.1195,25.4822,22.7510,30.2838,29.5143
6/21/2013,8,417.0123,820.4700,67.2581,28.1078,20.1097,33.5005,33.0760
6/21/2013,9,634.6487,893.5898,89.0619,31.0052,16.7843,36.9338,36.7530
6/21/2013,10,824.8430,944.2080,97.1144,32.6585,13.2080,39.2377,39.2063
6/21/2013,11,970.6279,984.7447,94.3731,34.5722,9.2469,41.6663,41.4898
6/21/2013,12,1061.1413,964.6359,132.3256,36.0648,8.0646,43.3087,43.2485
6/21/2013,13,1025.2892,641.8808,391.2023,37.1868,7.4388,44.7372,44.4648
6/21/2013,14,1008.1334,729.3137,310.5432,37.7935,6.1545,45.2867,45.1572
6/21/2013,15,929.5095,766.5582,257.3479,37.9692,5.8645,45.1468,44.8607
6/21/2013,16,735.7127,656.0467,246.1148,38.2285,5.2607,44.8543,44.6655
6/21/2013,17,403.7697,227.9438,279.9321,37.6625,5.7572,43.3512,43.2453
6/21/2013,18,365.2616,590.4522,136.2990,37.6600,5.7306,43.3500,43.0503
6/21/2013,19,174.6842,536.3560,68.4942,37.4588,5.4647,42.5755,42.0068
6/21/2013,20,19.6684,103.6436,16.5555,36.0643,6.8975,40.6985,39.8428
6/21/2013,21,-2.9149,-0.4309,0.3581,34.0658,10.3343,38.5788,37.3428
6/21/2013,22,-2.7171,-0.4523,0.3580,32.6985,11.5207,37.2262,36.0148
6/21/2013,23,-2.5659,-0.4304,0.3578,31.5177,12.2183,35.9750,34.7713
6/22/2013,0,-2.4977,-0.6086,0.3395,31.0298,12.8233,35.5417,33.9995
6/22/2013,1,-2.3937,-0.4303,0.3578,28.7970,14.9013,33.6165,32.2625
6/22/2013,2,-2.3716,-0.4971,0.2821,27.0445,16.7858,31.7617,29.9030
6/22/2013,3,-2.3934,-0.5139,0.2759,26.8810,17.2578,31.3818,29.3875
6/22/2013,4,-2.4038,-0.4292,0.3180,26.1677,15.8778,30.7115,29.1068
6/22/2013,5,-2.3312,-0.5751,0.3560,25.2645,20.3182,29.8588,28.3320
6/22/2013,6,24.9223,135.3031,13.7659,25.1200,19.3202,29.7657,28.2608
6/22/2013,7,191.1812,637.0412,47.0066,24.6833,20.0110,29.7588,29.0747
6/22/2013,8,424.8675,852.8456,63.2820,28.3985,15.0470,33.4988,33.0343
6/22/2013,9,646.4423,924.5957,82.0324,30.9180,12.4328,36.8950,36.7988
6/22/2013,10,717.5541,644.0243,231.0906,32.6892,9.7557,39.2290,39.3025
6/22/2013,11,777.3269,520.6784,316.9542,34.0072,9.3912,40.3765,40.6628
6/22/2013,12,912.0390,665.2591,273.3667,35.8887,8.1685,43.0938,43.5692
6/22/2013,13,1125.7933,1005.9041,135.7921,36.5500,7.2187,44.3702,43.7017
6/22/2013,14,1051.2431,966.2388,126.8031,37.5152,6.5181,45.0955,44.5407
6/22/2013,15,931.4921,938.7798,107.3843,37.7575,6.1371,45.1553,44.4478
6/22/2013,16,806.1090,964.4477,78.4114,38.1502,5.8091,45.1243,44.6510
6/22/2013,17,608.6655,910.0034,70.1558,38.2475,6.1341,44.7107,44.4917
6/22/2013,18,389.7889,816.4332,60.4602,37.6628,6.2607,43.8327,43.4085
6/22/2013,19,170.0343,624.8092,42.6556,37.2970,6.0285,42.4558,41.8672
6/22/2013,20,15.8382,134.7379,10.7210,35.6880,6.6475,40.2503,39.3307
6/22/2013,21,-3.0433,-0.4325,0.3581,34.0170,7.9843,38.4420,37.2893
6/22/2013,22,-2.8625,-0.5452,0.3580,32.7520,9.8867,37.1930,36.1765
6/22/2013,23,-2.6789,-0.5473,0.3581,31.8690,10.5785,36.2717,35.1297
6/23/2013,0,-2.6003,-0.4562,0.3326,30.6965,11.6623,35.3653,33.7160
6/23/2013,1,-2.4193,-0.4303,0.3576,28.7875,13.3420,33.5368,32.0577
6/23/2013,2,-2.4036,-0.4302,0.3567,27.4860,14.0732,32.1025,30.7428
6/23/2013,3,-2.4499,-0.5005,0.3537,26.6055,15.5113,31.1465,29.8020
6/23/2013,4,-2.4383,-0.6344,0.3580,26.2397,16.3323,30.7848,29.4137
6/23/2013,5,-2.3783,-0.6101,0.3590,25.3455,17.2947,29.9462,28.7167
6/23/2013,6,26.7795,164.6531,12.6862,25.2385,18.0832,29.8657,28.7117
6/23/2013,7,197.7530,694.8231,40.0105,25.3752,19.2507,30.4010,29.6695
6/23/2013,8,415.8816,849.5694,55.8033,27.0660,17.8253,32.5040,32.2133
6/23/2013,9,630.3870,928.3227,64.1158,30.3918,13.6453,36.3398,36.0312
6/23/2013,10,812.8256,961.4835,73.1613,32.3458,13.2037,38.9678,38.6172
6/23/2013,11,955.7710,986.9897,77.1781,33.5078,11.4425,40.2758,39.7310
6/23/2013,12,1037.1143,988.7716,84.9124,34.9190,10.2022,41.9670,41.5617
6/23/2013,13,1065.7428,991.0421,89.6824,35.9978,7.8781,42.9717,42.5995
6/23/2013,14,1037.6053,992.3873,86.6573,36.6505,6.6573,43.9912,43.2798
6/23/2013,15,953.2756,986.5848,83.0058,36.8635,5.9243,43.9480,43.0538
6/23/2013,16,804.1366,951.7328,83.0132,36.9082,6.1349,43.4587,42.6393
6/23/2013,17,588.0791,826.3707,93.9469,37.1210,6.1458,43.3283,42.6588
6/23/2013,18,256.3662,369.4491,99.4551,36.5313,5.3661,42.0488,41.3730
6/23/2013,19,96.5354,84.4182,89.4403,35.7925,6.0078,40.5110,39.9268
6/23/2013,20,15.2804,80.6974,12.3480,34.9578,7.6203,39.5377,38.7915
6/23/2013,21,-2.5387,-0.4303,0.3580,33.8143,10.4253,38.3685,37.4120
6/23/2013,22,-2.6213,-0.4303,0.3580,32.6178,12.6060,37.1408,36.0652
6/23/2013,23,-2.5885,-0.4556,0.3581,31.4752,11.7500,36.0042,34.8838
6/24/2013,0,-2.6427,-0.4467,0.3580,30.2265,11.1377,34.9218,33.7108
6/24/2013,1,-2.4621,-0.4326,0.3333,28.6573,12.6862,33.2693,31.8798
6/24/2013,2,-2.5239,-0.4315,0.3051,28.0865,12.3350,32.5055,30.8723
6/24/2013,3,-2.4161,-0.4308,0.2669,27.3873,12.9835,31.8877,30.0425
6/24/2013,4,-2.3912,-0.5676,0.2961,26.7400,14.8543,31.3123,29.4182
6/24/2013,5,-2.3013,-0.4102,0.2655,26.2810,15.0680,30.9442,29.3595
6/24/2013,6,19.7822,102.5787,11.8593,25.9070,16.8368,30.3810,28.8853
6/24/2013,7,186.4944,619.2164,45.3484,27.2587,17.4297,32.1278,31.2738
6/24/2013,8,405.9312,814.5927,60.2165,29.1395,16.7543,34.5438,34.4082
6/24/2013,9,620.5319,904.1349,69.0929,29.9783,14.6623,36.0250,35.7710
6/24/2013,10,806.5879,946.6000,77.3274,31.8885,12.3440,38.2945,37.8733
6/24/2013,11,948.5556,966.7141,86.4965,33.5460,10.7388,40.4003,39.9333
6/24/2013,12,1033.8055,976.8327,91.1409,34.6022,9.3220,41.4285,40.9262
6/24/2013,13,1055.4312,973.6940,94.5930,35.5580,8.9403,42.6918,42.2977
6/24/2013,14,1027.6601,975.5290,91.2729,36.4277,8.4655,43.8795,43.2610
6/24/2013,15,940.6393,965.1224,87.4511,36.5873,8.4230,43.7528,43.0698
6/24/2013,16,796.9975,930.7014,90.0383,36.8400,6.9734,43.6560,42.9612
6/24/2013,17,617.8644,895.2684,83.4263,36.6348,6.6378,43.0625,42.5383
6/24/2013,18,316.5158,517.9860,98.4594,36.0983,5.9946,41.9240,41.4625
6/24/2013,19,165.9983,323.9968,95.9766,35.6047,6.5334,40.7263,40.1210
6/24/2013,20,18.2544,69.5443,16.7866,34.0575,8.5537,38.6872,37.8522
6/24/2013,21,-2.6098,-0.4303,0.3580,32.4340,12.5690,37.0372,36.0083
6/24/2013,22,-2.4233,-0.4338,0.3581,31.1177,12.8778,35.7238,34.5532
6/24/2013,23,-2.4007,-0.4404,0.3580,29.9987,13.3333,34.5623,33.4205
6/25/2013,0,-2.3783,-0.5066,0.3532,29.2472,13.9475,33.7493,32.5507
6/25/2013,1,-2.3666,-0.5835,0.3531,28.4518,14.8445,33.1315,31.8033
6/25/2013,2,-2.3225,-0.4327,0.3284,26.9137,17.2345,31.7052,30.1257
6/25/2013,3,-2.2652,-0.4647,0.3470,26.4558,19.8587,31.0630,29.6912
6/25/2013,4,-2.3394,-0.4683,0.3233,26.5890,21.8085,31.1070,29.9425
6/25/2013,5,-2.3031,-0.5436,0.3579,25.1217,24.2770,29.8123,28.4338
6/25/2013,6,23.0440,131.4310,12.1682,24.1858,24.6623,28.9233,27.7070
6/25/2013,7,193.2693,667.4039,41.4810,24.5342,24.8990,29.3060,28.4923
6/25/2013,8,411.3576,835.2285,56.6704,27.0892,23.1997,32.4540,32.1287
6/25/2013,9,623.5322,913.5359,65.8861,29.7208,19.3902,35.6080,35.7767
6/25/2013,10,810.0640,961.8375,73.0902,31.7297,14.6448,38.6102,38.8838
6/25/2013,11,957.7698,994.3773,76.1126,33.6123,11.2268,41.2758,41.1778
6/25/2013,12,1047.5595,1009.2287,78.6082,35.3112,8.6576,43.3923,43.5878
6/25/2013,13,1075.3178,1010.4630,80.2034,35.8950,7.8973,43.9002,43.9237
6/25/2013,14,1046.3650,1011.5060,77.5996,37.2355,6.4515,45.2853,45.1310
6/25/2013,15,953.8323,999.4264,75.5966,38.0652,6.0421,45.7325,46.3938
6/25/2013,16,806.2265,972.4408,72.7040,38.6745,5.4270,45.9560,45.9193
6/25/2013,17,617.4481,932.8695,65.2118,38.3207,4.8784,44.8902,44.6005
6/25/2013,18,396.8075,844.8832,55.9229,37.8357,4.8024,44.0123,43.8408
6/25/2013,19,172.6510,644.8640,40.7868,37.7782,5.3781,42.9782,42.1217
6/25/2013,20,16.3008,147.7882,10.5117,35.9617,6.1024,40.5468,39.5313
6/25/2013,21,-3.0647,-0.4901,0.3581,34.1340,6.8830,38.5273,37.1335
6/25/2013,22,-3.0352,-0.5798,0.3580,32.9883,7.6535,37.4102,36.2472
6/25/2013,23,-2.9570,-0.4770,0.3581,31.9732,8.6185,36.4307,34.9957
6/26/2013,0,-2.6645,-0.5112,0.3548,30.4745,9.9588,35.0070,33.4605
6/26/2013,1,-2.4125,-0.4818,0.3580,28.7277,11.9092,33.3513,32.0860
6/26/2013,2,-2.3745,-0.4809,0.3340,27.5958,13.6897,32.1430,30.7480
6/26/2013,3,-2.3804,-0.4098,0.2471,27.1963,14.1232,31.7443,29.9467
6/26/2013,4,-2.2534,-0.3421,0.3376,25.0587,17.3980,29.8403,28.4668
6/26/2013,5,-2.1482,-0.4313,0.3223,24.1457,17.0005,28.8067,27.3418
6/26/2013,6,24.0820,140.9732,12.7899,23.6615,16.0112,28.2783,26.6785
6/26/2013,7,193.8045,676.1457,40.8541,24.3583,15.7408,29.3875,28.4570
6/26/2013,8,414.3896,851.6603,54.4052,26.9568,15.1320,32.2160,32.0735
6/26/2013,9,628.1313,930.7665,62.0622,30.2387,11.9595,36.2725,36.6642
6/26/2013,10,813.1125,974.5347,67.6323,33.3782,10.1640,40.2173,40.8827
6/26/2013,11,957.0332,997.6776,73.2440,34.4445,9.8787,42.3102,41.4882
6/26/2013,12,1041.7140,1002.6102,78.4894,35.5100,9.3498,43.5725,42.7997
6/26/2013,13,1070.2012,1004.4915,78.9738,36.6053,8.5507,44.7303,43.3423
6/26/2013,14,1038.3427,998.1714,78.5135,37.9925,7.2805,46.0462,44.8832
6/26/2013,15,951.3734,989.9489,75.5665,38.4125,6.5421,46.1915,44.6867
6/26/2013,16,801.4048,957.3177,73.9915,38.8113,6.2999,46.2157,44.6703
6/26/2013,17,608.1506,907.7891,67.4797,38.7433,6.0929,45.5557,44.1117
6/26/2013,18,388.6611,815.9929,58.3602,38.1367,6.2439,44.5292,43.3458
6/26/2013,19,169.0167,622.5378,41.2650,37.4477,6.5317,42.7427,41.6652
6/26/2013,20,15.9534,138.8850,10.5909,35.9253,7.3271,40.5168,39.6303
6/26/2013,21,-3.0453,-0.4482,0.3581,34.4630,8.1428,38.7798,37.9347
6/26/2013,22,-2.7521,-0.4442,0.3580,32.7577,8.9157,37.2250,36.5520
6/26/2013,23,-2.4332,-0.5405,0.3581,31.4385,9.4042,35.9352,34.6827
6/27/2013,0,-2.3950,-0.4908,0.3579,30.3438,9.5230,34.9265,34.1605
6/27/2013,1,-2.3798,-0.5016,0.3561,29.5797,9.9942,34.2238,33.0330
6/27/2013,2,-2.2323,-0.4256,0.3580,28.0500,12.0542,32.7995,31.8217
6/27/2013,3,-2.1812,-0.4647,0.3366,27.4025,15.8423,32.0863,30.8142
6/27/2013,4,-2.1237,-0.5069,0.2822,27.1253,17.2133,31.7050,29.8995
6/27/2013,5,-2.0818,-0.4988,0.3333,26.7425,17.9048,31.4675,29.9112
6/27/2013,6,15.6477,51.9396,13.2450,25.0632,25.7007,29.8895,28.4327
6/27/2013,7,157.5709,404.6774,65.7309,25.4182,25.6688,30.3145,29.6110
6/27/2013,8,366.5532,635.3489,99.4061,28.1600,22.7895,33.1605,33.4047
6/27/2013,9,573.1431,748.6576,119.5288,30.8885,19.0262,37.0765,36.9727
6/27/2013,10,770.1611,841.8110,123.6993,33.1862,15.1935,40.2932,39.1650
6/27/2013,11,910.7939,878.8263,128.5639,35.3597,12.5717,43.0347,41.4500
6/27/2013,12,999.8893,902.8734,127.2876,36.5520,11.9002,44.3947,42.4958
6/27/2013,13,1036.5438,925.8579,118.6379,37.6860,11.0010,45.6692,43.8938
6/27/2013,14,1005.6764,923.3367,115.5715,38.5002,10.3470,46.1950,44.8270
6/27/2013,15,916.8447,911.7566,108.5843,38.9390,9.6667,46.4143,44.8738
6/27/2013,16,770.4455,872.6069,105.5496,38.8277,9.5742,45.9272,44.4495
6/27/2013,17,580.8046,808.9036,97.2289,38.6905,9.9700,45.0875,43.9932
6/27/2013,18,376.7177,710.8594,86.5159,37.9205,10.1498,43.9748,43.0020
6/27/2013,19,161.2501,425.6176,72.9401,37.2965,10.1403,42.4770,41.7448
6/27/2013,20,20.3483,76.3851,18.9594,36.2360,10.0968,40.7698,40.3462
6/27/2013,21,-2.7730,-0.4303,0.3581,35.0753,10.3223,39.4898,38.9223
6/27/2013,22,-2.5341,-0.4885,0.3580,33.4978,11.2725,38.0202,37.3743
6/27/2013,23,-2.3969,-0.4356,0.3580,32.5582,11.7627,37.0070,36.4537
6/28/2013,0,-2.3922,-0.4757,0.3581,32.1053,12.0702,36.5417,35.8808
6/28/2013,1,-2.3821,-0.5130,0.3578,31.2247,13.1645,35.8622,34.8498
6/28/2013,2,-2.3810,-0.4786,0.3580,30.3463,13.6667,34.9680,34.2373
6/28/2013,3,-2.3100,-0.4300,0.3580,28.7952,14.2600,33.4537,32.7597
6/28/2013,4,-1.9559,-0.3872,0.3208,27.8107,15.5177,32.5265,31.3590
6/28/2013,5,-1.8393,-0.4279,0.2970,26.6475,19.8682,31.5360,30.0192
6/28/2013,6,19.1139,59.2687,16.1558,26.2262,20.5572,30.9473,29.3778
6/28/2013,7,168.0276,434.0745,70.2113,27.2507,19.4358,32.0208,31.3010
6/28/2013,8,367.8977,638.9108,99.8876,29.0102,17.8953,34.3297,34.7193
6/28/2013,9,553.8609,616.2782,180.2427,31.9762,14.6460,37.8540,38.4440
6/28/2013,10,751.0693,705.1612,212.2161,35.4933,12.9353,41.9967,42.5935
6/28/2013,11,916.8381,860.9688,151.3553,37.9807,12.0485,45.5490,45.5932
6/28/2013,12,1009.2790,876.1742,163.9518,39.7623,9.9445,47.7737,46.4587
6/28/2013,13,1035.1148,877.6107,166.1039,40.8420,9.3810,48.8670,47.3007
6/28/2013,14,851.5064,466.1141,402.9615,41.7887,8.8807,49.4888,48.9015
6/28/2013,15,670.6854,212.5403,491.7872,42.2580,8.2102,49.3675,49.6847
6/28/2013,16,384.9073,28.8110,374.4362,41.9268,8.2285,48.0967,48.4452
6/28/2013,17,219.7836,8.6450,223.2516,41.4110,8.6217,46.9415,46.6195
6/28/2013,18,195.7539,93.5474,166.6809,40.9955,8.8678,46.1190,45.6810
6/28/2013,19,103.3329,98.9400,87.9145,40.1190,9.5205,45.0950,44.3217
6/28/2013,20,6.6579,5.7916,9.5102,38.6940,10.4802,43.3972,42.6445
6/28/2013,21,-2.5619,-0.4303,0.3581,37.3533,11.9162,41.8468,41.2082
6/28/2013,22,-2.4418,-0.4395,0.3581,36.3458,12.3885,40.8317,40.1773
6/28/2013,23,-2.3922,-0.4303,0.3353,35.1955,13.5772,39.6915,38.5395
6/29/2013,0,-2.3828,-0.4652,0.3294,34.4355,13.7938,38.9540,37.6818
6/29/2013,1,-2.3548,-0.4201,0.3495,33.4370,13.3670,38.2368,36.9770
6/29/2013,2,-2.1751,-0.4788,0.2071,32.3163,15.7528,37.0752,35.4687
6/29/2013,3,-2.1404,-0.5306,0.2306,32.6367,14.6897,37.3242,35.9230
6/29/2013,4,-2.2501,-0.3937,0.3307,31.2722,14.9223,36.1122,34.8418
6/29/2013,5,-2.1102,-0.4305,0.2834,30.5867,14.4470,35.3052,34.2038
6/29/2013,6,8.1103,1.7581,10.3465,30.5385,14.4152,35.2537,34.0502
6/29/2013,7,85.5288,13.4833,84.9139,31.4863,13.9003,36.2648,35.3007
6/29/2013,8,303.2813,212.9893,219.6597,33.3862,13.3992,38.6158,38.3588
6/29/2013,9,517.1593,288.1338,337.8207,36.0687,11.7620,41.7788,41.8818
6/29/2013,10,781.5612,471.3834,423.2925,38.8792,10.4330,45.3617,45.5267
6/29/2013,11,749.4048,432.0165,376.3634,39.7633,10.0752,46.3648,46.6067
6/29/2013,12,676.4958,220.2993,467.1915,39.9843,10.0078,46.4335,46.8640
6/29/2013,13,1002.5772,562.5668,446.7698,40.3843,9.9760,47.2302,47.8487
6/29/2013,14,900.5493,609.6430,315.0324,41.1168,9.7065,48.1955,48.9822
6/29/2013,15,842.7954,604.3668,307.5358,42.1645,8.9438,48.9970,50.0870
6/29/2013,16,474.0931,255.8945,290.0799,42.2345,9.1022,47.9920,48.9648
6/29/2013,17,383.7342,208.4360,264.8435,42.7155,9.1097,48.4558,50.0643
6/29/2013,18,90.1152,0.7093,95.8658,41.5087,9.4927,46.7890,46.7380
6/29/2013,19,51.9186,0.7008,56.0553,39.9655,10.6927,44.7880,44.0857
6/29/2013,20,2.1326,6.3017,4.8585,38.2750,12.6630,43.0877,42.3083
6/29/2013,21,-2.3407,-0.4238,0.3581,37.8472,12.5918,42.5515,41.5250
6/29/2013,22,-2.0249,-0.3783,0.3581,37.3193,13.1947,42.0990,41.0100
6/29/2013,23,-1.9973,-0.4193,0.3567,36.7268,13.9370,41.5340,40.4800
6/30/2013,0,-2.1973,-0.5592,0.3490,36.6653,14.8795,41.2283,40.3383
6/30/2013,1,-1.9432,-0.3722,0.3494,35.7925,17.1672,40.5432,39.6083
6/30/2013,2,-2.0531,-0.3862,0.3565,35.0115,18.4133,39.8185,38.9207
6/30/2013,3,-2.1419,-0.4491,0.3285,34.3583,20.0065,39.0047,37.8560
6/30/2013,4,-2.0959,-0.3945,0.3447,32.9485,22.6180,37.8260,36.6683
6/30/2013,5,-1.8736,-0.4277,0.3360,32.1595,22.5965,37.0935,35.9517
6/30/2013,6,6.3454,1.6842,8.3791,31.4108,23.3248,36.3465,35.0367
6/30/2013,7,73.7051,5.8464,75.6722,31.6237,23.7768,36.6025,35.7087
6/30/2013,8,217.6679,85.0739,184.7399,32.7557,22.8450,38.0297,37.5712
6/30/2013,9,551.7265,579.1277,206.8705,35.7213,19.7730,41.8567,41.1070
