DATE (MM/DD/YYYY),HOUR-MST,Avg Global Horiz (platform) [W/m^2],Avg Direct Normal [W/m^2],Avg Diffuse Horiz [W/m^2],Avg Air Temperature [deg C],Avg Rel Humidity [%],Avg Temp CM22 (platform) [deg C],Avg Temp CHP1 [deg C]
12/31/2012,1,-1.0132,0.0000,0.0041,5.5161,85.7650,10.4197,9.4637
12/31/2012,2,-1.0191,-0.0024,0.0095,5.8334,83.8200,10.7693,9.9085
12/31/2012,3,-1.0753,-0.0008,0.0178,5.3944,86.9300,10.5677,9.7797
12/31/2012,4,-1.0312,-0.1397,0.0481,5.0897,86.7433,9.8212,9.1550
12/31/2012,5,-1.0615,-0.0048,0.0192,4.8279,86.1867,9.5565,8.9328
12/31/2012,6,-1.0775,-0.0157,0.0108,4.9830,84.3783,9.6998,8.9113
12/31/2012,7,-0.9654,0.0000,0.0000,5.1593,85.3933,10.2848,9.3117
12/31/2012,8,4.7695,-0.0093,6.0345,5.0205,85.9667,10.0088,9.2115
12/31/2012,9,81.4784,74.0774,65.8161,5.5670,85.4533,10.5198,9.7525
12/31/2012,10,143.5194,23.3779,136.1056,6.4938,80.1863,11.7717,11.3967
12/31/2012,11,274.9515,27.2308,263.7226,7.7946,72.9690,13.5363,13.4883
12/31/2012,12,530.6630,494.4457,259.8253,9.5754,63.2793,15.5323,15.9592
12/31/2012,13,363.7095,234.6170,234.3149,9.6692,58.3392,16.6477,17.2370
12/31/2012,14,473.0739,441.0063,235.5404,10.2437,52.0448,16.6680,17.0758
12/31/2012,15,372.5244,486.8880,158.6095,10.6315,42.5825,16.7152,16.8540
12/31/2012,16,383.5028,739.1991,137.7954,11.3578,37.6732,17.8672,17.0245
12/31/2012,17,153.1264,530.9971,67.0646,10.7828,38.7068,16.2833,15.3855
12/31/2012,18,16.4506,76.2287,13.1141,9.6160,37.7258,14.7797,13.7335
12/31/2012,19,-1.4632,-0.4496,0.3263,8.5835,43.6035,13.3325,12.1550
12/31/2012,20,-1.4702,-0.3974,0.3459,7.7621,48.2950,12.6152,11.2888
12/31/2012,21,-1.4757,-0.3026,0.2120,7.3199,49.4107,12.4207,10.6565
12/31/2012,22,-1.5067,-0.3421,0.2312,6.8827,50.1202,11.9593,10.1488
12/31/2012,23,-1.3784,-0.1391,0.0884,5.1996,57.2777,10.2307,8.9130
1/1/2013,0,-1.3607,-0.1221,0.0377,3.8630,64.9228,8.7703,7.6762
1/1/2013,1,-1.3608,-0.0042,0.0269,2.8929,72.3268,7.8738,6.7402
1/1/2013,2,-1.3544,-0.0036,0.0034,2.7355,73.9175,7.8773,6.6103
1/1/2013,3,-1.3193,-0.0274,0.0446,2.2303,75.9693,7.4634,6.2313
1/1/2013,4,-1.3377,-0.0991,0.0219,1.8807,76.2988,6.8919,5.8377
1/1/2013,5,-1.3557,-0.1694,0.0318,2.3596,72.6612,7.5111,6.3108
1/1/2013,6,-1.2859,-0.0256,0.0212,0.3891,82.5465,5.3900,4.7526
1/1/2013,7,-1.2615,-0.1355,0.0000,0.9864,76.5007,5.9823,4.7993
1/1/2013,8,20.8979,179.8607,10.6843,1.1904,75.5478,6.2643,5.2024
1/1/2013,9,196.1109,685.9054,65.9384,2.5958,67.2182,7.6853,7.0732
1/1/2013,10,362.1661,699.1432,113.1390,4.8116,59.9772,10.0770,10.5313
1/1/2013,11,520.0641,956.1655,71.2532,7.7962,49.9430,13.4085,14.5313
1/1/2013,12,581.1035,896.1490,93.6623,9.7220,36.1433,16.0660,16.9365
1/1/2013,13,641.2521,1004.0090,67.4848,11.1303,31.0485,17.5227,18.3092
1/1/2013,14,611.0338,989.8946,73.7152,12.3155,27.8283,18.6905,19.6117
1/1/2013,15,502.5754,954.0217,60.4517,12.9313,25.6983,19.4435,19.1178
1/1/2013,16,348.4114,873.8159,52.8441,13.3900,23.8395,19.3772,19.1443
1/1/2013,17,150.9274,642.9489,40.0689,12.8975,27.3262,18.3463,17.5388
1/1/2013,18,6.9159,16.1547,8.2154,10.0978,38.2002,15.1493,14.0715
1/1/2013,19,-1.3636,-0.3933,0.2958,9.0430,41.1950,13.9017,12.7535
1/1/2013,20,-1.3619,-0.3759,0.2287,8.2925,43.4517,13.1218,11.9040
1/1/2013,21,-1.4179,-0.3551,0.2379,7.7298,46.2517,12.6097,11.2025
1/1/2013,22,-1.3627,-0.2346,0.1431,5.9322,54.5777,10.9508,9.7665
1/1/2013,23,-1.3586,-0.3186,0.0388,5.4641,57.7230,10.4180,8.9040
1/2/2013,0,-1.3456,-0.0842,0.0696,4.6017,62.6182,9.6675,8.4618
1/2/2013,1,-1.3063,-0.0439,0.0108,4.3846,63.8435,9.5473,8.2534
1/2/2013,2,-1.3294,-0.1123,0.0252,4.0130,66.7827,9.1875,7.7166
1/2/2013,3,-1.3480,-0.2280,0.0118,3.6441,68.2273,8.6338,7.2148
1/2/2013,4,-1.3220,-0.3700,0.0229,3.9103,65.4095,8.8148,7.4828
1/2/2013,5,-1.3813,-0.1060,0.0413,3.7574,65.4645,8.8387,7.5442
1/2/2013,6,-1.3329,-0.2558,0.0895,3.4410,66.5573,8.3598,7.0243
1/2/2013,7,-1.3450,-0.0859,0.0535,3.5226,61.2202,8.5612,7.0811
1/2/2013,8,20.3853,185.9228,10.0313,3.4394,62.6400,8.4911,7.2567
1/2/2013,9,173.3544,712.8039,37.9807,5.7221,53.9808,10.3357,9.7378
1/2/2013,10,359.6771,885.0133,52.7306,8.3775,44.9017,13.2790,12.9390
1/2/2013,11,511.5980,961.0217,59.9298,10.4862,36.5673,16.1427,16.0675
1/2/2013,12,608.1573,996.0250,63.1132,12.6895,29.0262,19.1035,18.7882
1/2/2013,13,639.1876,1003.8228,64.1603,14.7047,23.3603,21.2418,20.9327
1/2/2013,14,603.2070,991.7766,63.2226,16.1697,22.3437,22.9857,22.7718
1/2/2013,15,503.6796,952.9836,59.9179,16.5488,22.2282,23.1818,22.4192
1/2/2013,16,349.3744,871.3182,52.4670,16.8970,20.5613,23.0243,22.2095
1/2/2013,17,155.7136,679.2481,37.3686,16.2742,21.8952,21.6845,20.8450
1/2/2013,18,14.5238,127.5818,8.8901,13.7388,28.9292,18.7430,17.8065
1/2/2013,19,-1.8138,-0.4023,0.3579,11.7963,36.5705,16.6105,15.6113
1/2/2013,20,-1.6269,-0.4302,0.2664,11.0645,37.2710,15.7927,14.4373
1/2/2013,21,-1.5645,-0.4329,0.2133,10.3813,39.7797,15.1657,13.5463
1/2/2013,22,-1.4576,-0.4157,0.2251,8.9840,44.0353,13.8495,12.5183
1/2/2013,23,-1.3731,-0.4531,0.1623,8.4125,45.6947,13.2160,11.8358
1/3/2013,0,-1.5400,-0.3516,0.1848,7.9195,48.8470,12.8762,11.1925
1/3/2013,1,-1.3701,-0.5182,0.0726,7.1244,50.8513,11.9697,10.3702
1/3/2013,2,-1.4038,-0.2587,0.1421,6.7904,49.3747,11.7473,10.2818
1/3/2013,3,-1.3924,-0.2334,0.1005,5.5187,57.2043,10.5752,9.1770
1/3/2013,4,-1.3672,-0.6238,0.0776,6.7138,48.0683,11.3523,9.8153
1/3/2013,5,-1.3584,-0.1064,0.0682,4.9091,55.0047,10.1593,8.6575
1/3/2013,6,-1.3385,-0.3010,0.0989,4.9167,54.2417,9.8440,8.4525
1/3/2013,7,-1.3808,-0.2315,0.1088,4.6585,56.3660,9.7852,8.2093
1/3/2013,8,19.2145,164.8194,9.9318,4.9047,49.8992,9.8933,8.1839
1/3/2013,9,170.0753,686.0922,39.3158,6.8089,42.7052,11.7838,10.6948
1/3/2013,10,355.4834,862.8035,55.3223,8.7908,38.0722,13.9520,13.7915
1/3/2013,11,504.4381,933.1044,64.2823,11.8480,30.3450,17.3115,17.8142
1/3/2013,12,600.5848,968.7225,68.8113,14.1792,25.2887,20.2882,20.5725
1/3/2013,13,632.6813,978.9792,70.0964,15.6400,23.6853,21.9295,22.5570
1/3/2013,14,595.5525,961.9764,69.9708,16.8667,22.5477,22.9298,24.1133
1/3/2013,15,505.2280,918.8360,75.3490,16.9207,23.1163,23.0850,23.6088
1/3/2013,16,347.9352,828.2920,63.2571,17.2332,23.4610,22.7835,23.2482
1/3/2013,17,151.9575,606.6038,44.1774,15.4508,27.7667,20.7897,20.5048
1/3/2013,18,14.3532,102.9791,9.8915,13.0550,33.6510,17.9988,17.3787
1/3/2013,19,-1.4133,-0.0882,0.3565,11.0115,39.3805,15.9188,15.1778
1/3/2013,20,-1.3612,-0.3359,0.2787,9.8725,42.7463,14.7648,13.8680
1/3/2013,21,-1.2474,-0.1289,0.1325,9.7755,42.4775,14.8248,13.9137
1/3/2013,22,-1.3593,-0.1921,0.3098,9.0145,44.7737,14.0390,13.1280
1/3/2013,23,-1.3609,-0.2875,0.2592,8.1636,48.1538,13.1700,12.1395
1/4/2013,0,-1.3607,-0.2398,0.1973,7.5030,50.7845,12.5332,11.4473
1/4/2013,1,-1.3607,-0.3125,0.1944,7.8149,49.5958,12.7172,11.7603
1/4/2013,2,-1.3613,-0.2753,0.2493,7.3275,50.7778,12.3377,11.2928
1/4/2013,3,-1.3608,-0.3871,0.2117,7.1437,48.8137,12.0693,11.0588
1/4/2013,4,-1.3608,-0.1212,0.1675,6.6350,50.5800,11.6372,10.6923
1/4/2013,5,-1.3607,-0.0968,0.1070,6.4285,53.2663,11.4807,10.3787
1/4/2013,6,-1.3608,-0.2672,0.1018,6.0771,55.4975,10.9937,9.9720
1/4/2013,7,-1.3608,-0.0588,0.1335,5.8743,55.3612,10.8975,9.8223
1/4/2013,8,17.4896,125.4321,10.2273,5.1313,56.2177,10.0875,9.1258
1/4/2013,9,168.3597,664.1933,41.2924,6.3329,51.7098,11.4385,10.7520
1/4/2013,10,356.1276,856.5293,57.3865,8.2185,45.1467,13.7878,13.3947
1/4/2013,11,509.1102,939.8116,64.6985,10.1178,38.8925,16.0535,16.0403
1/4/2013,12,606.1528,977.8143,67.6892,11.2372,35.1223,17.4798,17.6880
1/4/2013,13,638.8404,988.8959,67.7004,12.4113,32.4553,18.7060,19.2123
1/4/2013,14,603.8649,979.1061,65.8411,13.9480,29.7027,20.2780,20.9408
1/4/2013,15,505.6854,943.6707,62.0701,14.3992,29.1113,20.5803,21.0507
1/4/2013,16,353.7211,866.3357,54.2714,15.1452,27.5692,20.7885,21.0338
1/4/2013,17,161.9495,682.4939,38.4099,15.2392,26.3850,20.1752,20.2378
1/4/2013,18,15.6798,130.7828,9.3868,13.7947,28.8933,18.4813,17.7903
1/4/2013,19,-1.7798,-0.4100,0.3283,12.0962,32.3855,16.9277,15.6960
1/4/2013,20,-1.6119,-0.4617,0.2929,10.6725,37.9950,15.5038,14.1312
1/4/2013,21,-1.5470,-0.4600,0.1851,10.1740,37.8723,15.0598,13.1682
1/4/2013,22,-1.5204,-0.3764,0.1862,9.2270,40.0678,14.1807,12.4132
1/4/2013,23,-1.3811,-0.2123,0.1744,7.9326,45.1408,12.9393,11.3913
1/5/2013,0,-1.3616,-0.5187,0.2186,7.6395,47.9377,12.5263,11.0863
1/5/2013,1,-1.3642,-0.2923,0.1938,7.2237,50.5748,12.2858,10.8602
1/5/2013,2,-1.3615,-0.2978,0.1600,7.1684,51.9560,12.1167,10.7892
1/5/2013,3,-1.3607,-0.1985,0.2441,6.2156,54.4917,11.2117,9.9345
1/5/2013,4,-1.3607,-0.2205,0.1116,5.7722,56.0097,10.6508,9.3612
1/5/2013,5,-1.3835,-0.0502,0.1441,5.0223,60.6743,10.1693,8.9868
1/5/2013,6,-1.3561,-0.2003,0.0203,3.8979,65.5605,8.8757,7.4242
1/5/2013,7,-1.3608,-0.1582,0.0128,4.0610,63.7540,9.0465,7.7007
1/5/2013,8,20.0088,178.7013,10.1432,3.8837,63.8685,8.9313,7.8752
1/5/2013,9,175.6814,721.3811,38.8296,5.1086,57.6810,10.2275,9.3972
1/5/2013,10,367.9767,906.6388,53.2088,8.4748,45.7532,13.5425,13.0570
1/5/2013,11,521.9550,978.9393,61.0710,11.7410,35.9313,17.1782,17.5642
1/5/2013,12,620.1980,1011.7763,65.4653,13.8078,30.2865,19.5908,20.4647
1/5/2013,13,652.4763,1019.6597,66.6860,15.8550,25.1042,21.9335,23.5213
1/5/2013,14,619.3096,1011.0020,65.1868,17.2993,21.2210,23.5703,24.7920
1/5/2013,15,522.9359,983.5554,60.1680,18.1978,15.4670,24.2778,25.3883
1/5/2013,16,366.5661,904.8519,52.3906,18.8250,12.1220,24.7337,24.5327
1/5/2013,17,170.6790,723.4990,38.0933,18.3128,13.6023,23.5957,22.7132
1/5/2013,18,17.6981,153.2755,9.9031,15.6960,22.8930,20.6792,19.6042
1/5/2013,19,-2.0395,-0.4334,0.3563,13.7547,28.8955,18.5075,17.2812
1/5/2013,20,-2.0009,-0.4376,0.3464,12.8972,30.8467,17.6500,16.2328
1/5/2013,21,-1.8264,-0.4307,0.2330,11.3783,34.6913,16.2103,14.6410
1/5/2013,22,-1.6111,-0.4373,0.2031,9.9922,39.2842,14.8897,13.0933
1/5/2013,23,-1.4057,-0.2904,0.1458,8.0436,44.1178,12.9810,11.4770
1/6/2013,0,-1.3895,-0.5166,0.0444,8.8991,29.8878,13.5925,12.2873
1/6/2013,1,-1.4714,-0.2573,0.1460,8.8575,28.4062,13.7887,12.3882
1/6/2013,2,-1.4960,-0.2364,0.2026,7.3565,34.2528,12.2915,10.9600
1/6/2013,3,-1.3657,-0.4154,0.0728,7.4067,33.3105,12.1443,10.8807
1/6/2013,4,-1.3789,-0.3476,0.0482,7.4595,33.2553,12.3135,11.0355
1/6/2013,5,-1.4053,-0.3642,0.0996,7.2991,34.2960,12.1002,10.7913
1/6/2013,6,-1.4029,-0.2373,0.1270,6.6641,36.1518,11.6193,10.5078
1/6/2013,7,-1.3606,-0.1113,0.1651,6.3504,37.6145,11.4842,10.3265
1/6/2013,8,13.6699,13.3689,14.4903,7.3526,32.4173,12.1470,11.0213
1/6/2013,9,132.9899,180.0007,104.4360,9.5311,26.6935,14.3373,13.6385
1/6/2013,10,263.9195,212.1035,194.2498,11.8180,22.2072,17.0237,16.7083
1/6/2013,11,430.6147,438.4654,220.3794,14.2610,18.1433,19.8552,19.9842
1/6/2013,12,505.3413,361.0539,308.9498,16.4568,15.3577,22.3263,22.7137
1/6/2013,13,465.1016,151.1742,382.6279,17.5325,13.7740,23.6633,24.3342
1/6/2013,14,357.8933,51.7888,334.5463,18.4018,13.0513,24.3278,25.1317
1/6/2013,15,269.8078,22.0193,265.1307,18.5710,13.2975,24.2813,24.6330
1/6/2013,16,150.1016,7.1690,152.4046,18.7037,13.6227,24.0363,23.8548
1/6/2013,17,173.6354,512.8436,91.2084,19.4733,13.2332,24.3458,24.2942
1/6/2013,18,19.4234,148.5185,11.7858,18.2473,14.7387,23.0750,22.1978
1/6/2013,19,-2.0082,-0.2320,0.3579,13.8935,28.2973,18.7650,17.7390
1/6/2013,20,-1.8562,-0.4666,0.2899,12.9705,30.1823,17.6567,16.1055
1/6/2013,21,-1.6684,-0.4301,0.2855,11.9780,32.3140,16.7790,15.1952
1/6/2013,22,-1.6988,-0.3956,0.1679,11.5402,32.5390,16.4685,14.5722
1/6/2013,23,-1.5777,-0.4641,0.1576,9.9218,42.1055,14.9547,13.0933
1/7/2013,0,-1.4799,-0.4788,0.1451,9.1312,41.7305,14.2790,12.3317
1/7/2013,1,-1.4313,-0.4714,0.3169,8.5940,41.8162,13.7447,11.9585
1/7/2013,2,-1.4827,-0.2764,0.1633,7.8777,45.3538,13.1488,11.3815
1/7/2013,3,-1.3608,-0.3038,0.0917,6.4053,48.4517,11.3840,10.0368
1/7/2013,4,-1.1687,-0.0921,0.0798,5.0901,51.8325,10.3617,9.3582
1/7/2013,5,-1.2990,-0.0982,0.0287,4.3078,55.5140,9.2683,8.3385
1/7/2013,6,-1.3607,-0.1077,0.0931,4.2708,57.1023,9.1985,8.0259
1/7/2013,7,-1.3535,-0.2416,0.1083,3.5419,60.1033,8.4681,7.6048
1/7/2013,8,16.5676,105.0400,11.1643,3.6690,58.8527,8.6486,7.4339
1/7/2013,9,160.0481,577.1649,49.5546,5.2841,55.2477,10.1197,9.7168
1/7/2013,10,345.4851,783.1593,72.1116,7.4281,47.1750,12.6857,12.4315
1/7/2013,11,495.7115,869.1121,84.4301,10.0878,37.6980,15.7335,16.4942
1/7/2013,12,596.0600,924.7354,87.2367,12.3140,29.9317,18.8247,18.9318
1/7/2013,13,635.1566,942.5980,91.1931,14.3872,25.8580,21.4817,20.7142
1/7/2013,14,580.8085,851.6489,111.6226,14.3912,26.8585,21.2765,20.5108
1/7/2013,15,427.5982,585.7745,152.0073,14.4208,27.1648,20.9170,20.0120
1/7/2013,16,319.7113,579.5407,118.1553,13.7628,29.5065,19.8972,18.6938
1/7/2013,17,146.7588,431.0670,56.8017,12.9632,31.3442,18.6217,17.3850
1/7/2013,18,12.3603,16.0918,13.3031,11.1333,35.0962,16.2632,15.0468
1/7/2013,19,-1.3640,-0.1554,0.3528,9.9117,37.9842,14.9768,13.8067
1/7/2013,20,-1.3614,-0.2400,0.3372,9.2112,40.2988,14.1677,13.0617
1/7/2013,21,-1.3606,-0.3874,0.2952,8.4567,44.7835,13.4548,12.2478
1/7/2013,22,-1.3621,-0.2806,0.2947,8.0642,47.1023,13.0367,11.7578
1/7/2013,23,-1.3665,-0.4189,0.2292,7.2264,50.4022,12.1638,10.9035
1/8/2013,0,-1.3515,-0.2060,0.2087,5.9065,56.6988,11.0135,9.8860
1/8/2013,1,-1.3604,-0.2163,0.1232,5.2822,59.2670,10.3903,9.1402
1/8/2013,2,-1.3576,-0.2672,0.0303,5.0701,59.0797,10.1068,8.6702
1/8/2013,3,-1.3483,-0.0968,0.0348,4.6483,58.6355,9.7447,8.5147
1/8/2013,4,-1.3519,-0.1500,0.0074,4.4614,58.8308,9.4767,8.1283
1/8/2013,5,-1.3556,-0.2665,0.0319,4.3527,58.5120,9.3288,8.0660
1/8/2013,6,-1.3296,-0.1213,0.0502,3.3201,62.9205,8.3213,7.4141
1/8/2013,7,-1.3258,-0.1587,0.0240,3.2769,65.1437,8.2786,7.0197
1/8/2013,8,17.0590,118.3949,10.7807,3.4130,64.9953,8.4265,7.2677
1/8/2013,9,164.2392,615.6108,46.3849,3.9131,60.5912,8.8930,8.6504
1/8/2013,10,351.7185,822.0530,65.5424,7.2620,49.2215,12.5005,12.1222
1/8/2013,11,508.2115,910.1838,75.7709,9.8637,39.8343,15.5610,16.0578
1/8/2013,12,606.8900,950.1005,80.8879,12.5080,31.6310,18.6888,19.3542
1/8/2013,13,641.2507,966.2489,80.5677,14.8428,26.6368,21.1767,22.0687
1/8/2013,14,606.4446,945.6637,83.1706,16.1280,24.9242,22.6780,24.0350
1/8/2013,15,509.3429,903.7860,77.6779,16.5050,24.2042,22.6602,23.6123
1/8/2013,16,357.4605,818.3569,66.8461,17.5812,21.9197,23.2328,23.4218
1/8/2013,17,170.8861,651.6591,45.8238,17.4377,20.9240,22.9445,22.0195
1/8/2013,18,20.2022,147.9171,11.7947,15.4040,22.3417,20.4297,19.3865
1/8/2013,19,-1.9226,-0.3853,0.3572,13.5292,24.7790,18.2408,17.2363
1/8/2013,20,-1.7386,-0.4232,0.3497,12.5255,26.5992,17.2088,16.1572
1/8/2013,21,-1.6326,-0.4443,0.2753,11.7442,26.8738,16.4797,15.2098
1/8/2013,22,-1.6720,-0.3476,0.3132,10.8738,29.6472,15.8553,14.4602
1/8/2013,23,-1.4692,-0.3289,0.2924,9.3402,35.0323,14.3998,12.8232
1/9/2013,0,-1.4203,-0.3905,0.1325,8.4632,36.0728,13.5540,11.7855
1/9/2013,1,-1.3674,-0.2458,0.1785,7.6384,40.2355,12.7682,11.1163
1/9/2013,2,-1.3618,-0.1534,0.1573,6.2360,45.6325,11.3730,10.0768
1/9/2013,3,-1.3680,-0.3726,0.0781,6.0566,47.0477,11.0985,9.4907
1/9/2013,4,-1.3656,-0.2788,0.0570,5.3708,49.4990,10.3303,9.1572
1/9/2013,5,-1.3610,-0.2737,0.1123,4.7002,50.9678,9.5520,8.4652
1/9/2013,6,-1.3604,-0.2034,0.0469,4.4421,50.7062,9.3320,8.1211
1/9/2013,7,-1.3492,-0.2763,0.0774,4.7216,48.0338,9.5032,8.4342
1/9/2013,8,19.6611,169.8219,10.1125,6.0014,42.4322,10.6745,9.5005
1/9/2013,9,174.2242,703.4229,39.1951,7.3033,39.4212,12.1072,11.4648
1/9/2013,10,368.1623,895.5898,53.8423,12.1315,27.9595,17.1472,16.4118
1/9/2013,11,524.6471,973.4989,61.4822,16.7555,19.3170,22.3627,22.0767
1/9/2013,12,626.1237,1006.2183,67.4220,19.2522,13.2015,25.3728,25.2853
1/9/2013,13,662.9799,1001.4411,77.7710,20.2845,11.1527,26.6990,26.6767
1/9/2013,14,594.8565,868.6379,107.6257,20.9985,10.7572,27.2697,27.4220
1/9/2013,15,485.2913,728.9465,135.3149,21.5220,10.2898,27.5032,27.7822
1/9/2013,16,289.9493,506.2413,105.6187,21.5720,10.2477,27.1750,27.0962
1/9/2013,17,141.6797,447.8337,62.1074,21.4972,10.6222,26.4598,26.0495
1/9/2013,18,13.7196,49.9095,13.7541,19.8367,11.4922,24.6922,23.7517
1/9/2013,19,-2.0499,-0.4491,0.3573,18.0688,12.7955,22.7738,21.7107
1/9/2013,20,-2.0384,-0.4733,0.3537,16.9242,13.9813,21.6777,20.4812
1/9/2013,21,-2.0244,-0.4004,0.3449,14.7745,17.5962,19.6347,18.4330
1/9/2013,22,-1.8944,-0.4727,0.2461,13.6728,18.6968,18.4465,16.9777
1/9/2013,23,-1.8750,-0.3852,0.2329,13.7055,18.6137,18.4968,17.3417
1/10/2013,0,-1.7344,-0.3255,0.2946,11.9513,22.2145,16.9505,15.6417
1/10/2013,1,-1.6259,-0.4616,0.2109,11.5827,23.9688,16.4095,15.0125
1/10/2013,2,-1.5581,-0.3385,0.3312,10.9917,25.7872,15.9627,14.9433
1/10/2013,3,-1.4766,-0.3343,0.2370,10.3108,27.2938,15.1653,13.9540
1/10/2013,4,-1.4451,-0.4966,0.1473,10.0835,28.1580,14.8587,13.6735
1/10/2013,5,-1.3941,-0.2906,0.1732,9.7767,29.2515,14.7198,13.4233
1/10/2013,6,-1.3855,-0.2095,0.1432,9.2855,30.4972,14.2935,12.8920
1/10/2013,7,-1.4077,-0.3035,0.2391,8.6213,34.3538,13.7485,12.2920
1/10/2013,8,25.6871,125.8533,19.0722,7.5482,37.1950,12.4907,11.4602
1/10/2013,9,93.6280,49.8145,88.7416,10.9725,27.1537,15.7898,15.0173
1/10/2013,10,92.7720,0.8955,95.0329,11.1573,28.4002,16.5495,15.8380
1/10/2013,11,218.2646,17.2879,212.4900,12.2022,28.0655,17.5185,17.2363
1/10/2013,12,419.9673,320.9577,242.9270,16.4813,20.5340,21.9847,22.1073
1/10/2013,13,311.1827,15.3732,307.1465,17.9013,17.8962,23.6217,23.9360
1/10/2013,14,267.8431,8.4928,267.3293,18.9547,16.7343,24.5290,24.9520
1/10/2013,15,177.9723,0.5886,182.0238,19.1252,15.8210,24.5105,24.3188
1/10/2013,16,115.0978,0.2020,118.6896,19.0572,15.9013,24.2595,23.8310
1/10/2013,17,38.0741,-0.0148,40.6956,18.9695,15.3895,23.9260,23.3340
1/10/2013,18,2.3233,-0.1414,4.2764,18.7715,14.5370,23.6523,22.9507
1/10/2013,19,-1.3601,-0.1113,0.3334,18.1202,16.4285,23.0495,22.2883
1/10/2013,20,-1.3601,-0.0962,0.3086,17.5835,17.1605,22.5203,21.7825
1/10/2013,21,-1.3602,-0.0693,0.3338,16.8213,16.1748,21.7818,21.0488
1/10/2013,22,-1.3602,-0.0065,0.3357,16.0857,17.2570,21.1018,20.2888
1/10/2013,23,-1.3566,0.1868,0.3156,14.6270,27.8230,19.8507,18.9712
1/11/2013,0,-1.3873,0.0723,0.3454,12.8042,43.3472,17.9147,17.0765
1/11/2013,1,-1.3032,0.5950,0.2208,6.2018,75.0368,11.6912,10.0772
1/11/2013,2,-1.3219,-0.0809,0.1111,4.3543,83.7010,9.1858,7.9512
1/11/2013,3,-1.1960,-0.0221,0.0791,4.7429,77.2447,9.4527,8.3527
1/11/2013,4,-1.0206,0.0019,0.0003,4.7016,74.3293,9.8368,8.8818
1/11/2013,5,-1.0205,0.0016,0.0052,4.4306,77.6545,9.6317,8.7242
1/11/2013,6,-1.1162,0.0000,0.0184,3.9688,79.5965,9.1117,8.1329
1/11/2013,7,-1.2781,-0.0057,0.0107,3.9414,78.1698,8.9993,7.6572
1/11/2013,8,16.2999,86.5682,11.7764,4.4322,71.9465,9.2353,7.9010
1/11/2013,9,171.6784,624.8308,51.0288,6.0053,62.2307,10.7942,10.2240
1/11/2013,10,363.4441,825.9894,71.3765,7.9077,49.6288,13.3270,12.7970
1/11/2013,11,409.5096,583.9001,139.3112,8.5652,42.3203,14.7143,14.3612
1/11/2013,12,429.4448,518.5989,135.2545,8.5644,38.8223,14.5495,14.1848
1/11/2013,13,596.2827,801.3227,123.7367,9.8988,30.4960,16.5832,16.4952
1/11/2013,14,580.7913,791.8970,137.0225,10.2355,28.4388,17.1457,16.7127
1/11/2013,15,540.9440,947.0839,78.6634,10.6507,24.2003,17.4507,16.8197
1/11/2013,16,384.3475,872.6467,66.0323,10.4200,24.1270,16.7448,15.8168
1/11/2013,17,189.5569,700.8877,47.4497,9.8830,20.4765,15.4708,14.3182
1/11/2013,18,24.3471,162.2953,13.9493,8.1404,21.1393,13.2378,11.9020
1/11/2013,19,-1.8053,-0.4215,0.3557,6.9441,22.7177,11.7715,10.5693
1/11/2013,20,-1.7292,-0.2886,0.3492,5.8471,26.4505,10.9343,9.4308
1/11/2013,21,-1.5927,-0.3492,0.3153,5.2568,29.3555,10.2897,8.6855
1/11/2013,22,-1.5676,-0.3776,0.1697,4.9936,29.9105,10.0007,8.1137
1/11/2013,23,-1.4898,-0.3840,0.0850,4.8592,28.9097,9.7642,7.9715
1/12/2013,0,-1.4862,-0.1645,0.0676,3.2995,31.9365,8.3771,7.1894
1/12/2013,1,-1.4236,-0.2728,0.0421,2.4233,36.7990,7.5194,6.0842
1/12/2013,2,-1.3783,-0.0843,0.0591,1.4250,44.9300,6.5004,5.3899
1/12/2013,3,-1.3702,-0.1684,0.0662,0.8147,49.0595,5.8884,4.8431
1/12/2013,4,-1.3563,-0.0043,0.0028,0.0300,54.2700,5.0599,3.8264
1/12/2013,5,-1.3270,-0.1609,0.0067,-0.4461,54.1035,4.5575,3.5260
1/12/2013,6,-1.3392,-0.0608,0.0104,-0.7671,55.2287,4.2932,3.1707
1/12/2013,7,-1.3370,-0.0349,0.0000,-1.0119,59.5017,3.9575,2.8376
1/12/2013,8,19.8660,150.2686,11.5400,-1.1141,58.1383,3.6271,2.7720
1/12/2013,9,175.4295,668.2755,46.0730,0.0877,48.9887,4.9476,4.6745
1/12/2013,10,369.2000,864.1008,63.5142,2.8117,37.4163,8.0946,8.1625
1/12/2013,11,446.3278,557.0626,188.5938,5.1348,30.0558,11.0752,11.3878
1/12/2013,12,539.4086,525.7981,242.6097,6.8304,25.1358,12.9673,14.5128
1/12/2013,13,278.3812,222.2901,151.1645,7.7126,23.3967,13.9062,14.1798
1/12/2013,14,331.5940,272.4739,179.4968,7.9387,21.5023,13.9410,13.5638
1/12/2013,15,299.3710,267.9801,163.5055,8.1380,20.0333,14.1555,13.5340
1/12/2013,16,117.7562,131.5376,77.5960,7.4425,22.2317,12.6912,11.6725
1/12/2013,17,191.4731,703.5756,46.3946,8.2622,18.5457,13.5342,12.3532
1/12/2013,18,26.1134,182.9273,13.4477,7.0867,19.2093,11.9380,10.7462
1/12/2013,19,-1.6088,-0.4229,0.2192,5.3907,21.7135,10.3347,8.9690
